home_team,away_team,home_score,away_score,tournament,city,country,neutral,year,month,day,Continent,MaximumTemp_Month,MinimumTemp_Month,HomeTeamRank,AwayTeamRank,MatchResult
Finland,Italy,2,2,Cyprus Cup,Larnaca,Cyprus,TRUE,2018,March,5,Europe,18,10,16,10,2
Switzerland,Wales,0,0,Cyprus Cup,Larnaca,Cyprus,TRUE,2018,March,5,Europe,18,10,26,56,2
Belgium,Austria,2,0,Cyprus Cup,Larnaca,Cyprus,TRUE,2018,March,5,Europe,18,10,27,21,1
Spain,Czech Republic,2,0,Cyprus Cup,Larnaca,Cyprus,TRUE,2018,March,5,Europe,18,10,20,25,1
South Africa,Korea DPR,0,0,Cyprus Cup,Paralimni,Cyprus,TRUE,2018,March,5,Europe,18,10,55,10,2
Hungary,Slovakia,1,1,Cyprus Cup,Paralimni,Cyprus,TRUE,2018,March,5,Europe,18,10,39,47,2
Kazakhstan,Latvia,1,2,Turkish Women's Cup,Side,Turkey,TRUE,2018,March,6,Europe,12,7,66,93,0
Jordan,Romania,1,2,Turkish Women's Cup,Alanya,Turkey,TRUE,2018,March,6,Europe,12,7,59,36,0
Northern Ireland,Kosovo,0,1,Turkish Women's Cup,Side,Turkey,TRUE,2018,March,6,Europe,12,7,77,109,0
Poland,Ukraine,0,0,Turkish Women's Cup,Alanya,Turkey,TRUE,2018,March,6,Europe,12,7,31,23,2
China PR,Russia,2,1,Algarve Cup,Vila Real de Santo António,Portugal,TRUE,2018,March,7,Europe,18,10,15,15,1
Iceland,Denmark,1,1,Algarve Cup,Vila Real de Santo António,Portugal,TRUE,2018,March,7,Europe,18,10,17,8,2
Korea Republic,Norway,3,2,Algarve Cup,Albufeira,Portugal,TRUE,2018,March,7,Europe,18,10,18,3,1
Canada,Japan,2,0,Algarve Cup,Parchal,Portugal,TRUE,2018,March,7,Europe,18,10,11,11,1
Portugal,Australia,2,1,Algarve Cup,Albufeira,Portugal,FALSE,2018,March,7,Europe,18,10,41,15,1
France,Germany,3,0,SheBelieves Cup,Orlando,United States,TRUE,2018,March,7,North America,7,1,3,2,1
USA,England,1,0,SheBelieves Cup,Orlando,United States,FALSE,2018,March,7,North America,7,1,1,8,1
Hungary,Finland,0,2,Cyprus Cup,Paralimni,Cyprus,TRUE,2018,March,7,Europe,18,10,39,16,0
Slovakia,Czech Republic,2,5,Cyprus Cup,Larnaca,Cyprus,TRUE,2018,March,7,Europe,18,10,47,25,0
Wales,Austria,1,1,Cyprus Cup,Larnaca,Cyprus,TRUE,2018,March,7,Europe,18,10,56,21,2
South Africa,Belgium,1,2,Cyprus Cup,Larnaca,Cyprus,TRUE,2018,March,7,Europe,18,10,55,27,0
Korea DPR,Switzerland,2,1,Cyprus Cup,Paralimni,Cyprus,TRUE,2018,March,7,Europe,18,10,10,26,1
Italy,Spain,0,2,Cyprus Cup,Larnaca,Cyprus,TRUE,2018,March,7,Europe,18,10,10,20,0
Japan,Ghana,7,1,MS&AD Cup,Isahaya,Japan,FALSE,2018,April,1,Asia,18,10,11,50,1
Colombia,Uruguay,7,0,Copa América,La Serena,Chile,TRUE,2018,April,4,South America,23,8,26,68,1
Chile,Paraguay,1,1,Copa América,La Serena,Chile,FALSE,2018,April,4,South America,23,8,51,48,2
Senegal,Algeria,2,1,African Championship qualification,Dakar,Senegal,FALSE,2018,April,4,Africa,27,21,87,74,1
Libya,Ethiopia,0,8,African Championship qualification,Cairo,Egypt,TRUE,2018,April,4,Africa,30,16,192,112,0
Congo,Central African Republic,2,0,African Championship qualification,Brazzaville,Congo,FALSE,2018,April,4,Africa,31,22,110,190,1
Kenya,Uganda,1,0,African Championship qualification,Machakos,Kenya,FALSE,2018,April,4,Africa,25,16,137,146,1
Tanzania,Zambia,3,3,African Championship qualification,Dar es Salaam,Tanzania,FALSE,2018,April,4,Africa,27,17,124,106,2
Ecuador,Venezuela,0,1,Copa América,Coquimbo,Chile,TRUE,2018,April,5,South America,23,8,52,74,0
Brazil,Argentina,3,1,Copa América,Coquimbo,Chile,TRUE,2018,April,5,South America,23,8,4,35,1
Bosnia and Herzegovina,Russia,1,6,FIFA World Cup qualification,Zenica,Bosnia and Herzegovina,FALSE,2018,April,5,Europe,11,2,58,15,0
Switzerland,Scotland,1,0,FIFA World Cup qualification,Schaffhausen,Switzerland,FALSE,2018,April,5,Europe,16,4,26,21,1
Croatia,Ukraine,0,3,FIFA World Cup qualification,Zadar,Croatia,FALSE,2018,April,5,Europe,17,7,44,23,0
Hungary,Sweden,1,4,FIFA World Cup qualification,Szombathely,Hungary,FALSE,2018,April,5,Europe,17,8,39,5,0
Austria,Serbia,1,1,FIFA World Cup qualification,Maria Enzersdorf,Austria,FALSE,2018,April,5,Europe,15,6,21,43,2
Namibia,Zimbabwe,0,2,African Championship qualification,Windhoek,Namibia,FALSE,2018,April,5,Africa,25,13,118,95,0
USA,Mexico,4,1,Friendly,Jacksonville,United States,FALSE,2018,April,6,North America,13,6,1,22,1
Paraguay,Peru,3,0,Copa América,La Serena,Chile,TRUE,2018,April,6,South America,23,8,48,65,1
Chile,Colombia,1,1,Copa América,La Serena,Chile,FALSE,2018,April,6,South America,23,8,51,26,2
England,Wales,0,0,FIFA World Cup qualification,Southampton,England,FALSE,2018,April,6,europe,14,6,8,56,2
Poland,Albania,1,1,FIFA World Cup qualification,Włocławek,Poland,FALSE,2018,April,6,Europe,14,5,31,75,2
Republic of Ireland,Slovakia,2,1,FIFA World Cup qualification,Dublin,Republic of Ireland,FALSE,2018,April,6,Europe,10,6,31,47,1
Netherlands,Northern Ireland,7,0,FIFA World Cup qualification,Eindhoven,Netherlands,FALSE,2018,April,6,Europe,13,7,14,77,1
Slovenia,Iceland,0,2,FIFA World Cup qualification,Lendava,Slovenia,FALSE,2018,April,6,Europe,15,4,59,17,0
Moldova,Italy,1,3,FIFA World Cup qualification,Vadul lui Vodă,Moldova,FALSE,2018,April,6,Europe,17,7,96,10,0
Belgium,Portugal,1,1,FIFA World Cup qualification,Leuven,Belgium,FALSE,2018,April,6,Europe,15,6,27,41,2
Finland,Spain,0,2,FIFA World Cup qualification,Helsinki,Finland,FALSE,2018,April,6,Europe,5,2,16,20,0
Morocco,Côte d'Ivoire,1,1,African Championship qualification,Rabat,Morocco,FALSE,2018,April,6,Africa,22,14,81,68,2
Lesotho,Eswatini,1,0,African Championship qualification,Maseru,Lesotho,FALSE,2018,April,6,Africa,20,8,147,104,1
China PR,Thailand,4,0,AFC Asian Cup,Amman,Jordan,TRUE,2018,April,6,Asia,25,14,15,41,1
Jordan,Philippines,1,2,AFC Asian Cup,Amman,Jordan,FALSE,2018,April,6,Asia,25,14,59,67,0
Argentina,Bolivia,3,0,Copa América,Coquimbo,Chile,TRUE,2018,April,7,South America,23,8,35,91,1
Brazil,Ecuador,8,0,Copa América,Coquimbo,Chile,TRUE,2018,April,7,South America,23,8,4,52,1
Germany,Czech Republic,4,0,FIFA World Cup qualification,Halle,Germany,FALSE,2018,April,7,Europe,15,6,2,25,1
Japan,Vietnam,4,0,AFC Asian Cup,Amman,Jordan,TRUE,2018,April,7,Asia,25,14,11,32,1
Australia,Korea Republic,0,0,AFC Asian Cup,Amman,Jordan,TRUE,2018,April,7,Asia,25,14,15,18,2
USA,Mexico,6,2,Friendly,Houston,United States,FALSE,2018,April,8,North America,13,6,1,22,1
Uruguay,Peru,1,1,Copa América,La Serena,Chile,TRUE,2018,April,8,South America,23,8,68,65,2
Colombia,Paraguay,5,1,Copa América,La Serena,Chile,TRUE,2018,April,8,South America,23,8,26,48,1
Uganda,Kenya,0,0,African Championship qualification,Kampala,Uganda,FALSE,2018,April,8,Africa,26,18,146,137,2
Zambia,Tanzania,1,1,African Championship qualification,Lusaka,Zambia,FALSE,2018,April,8,Africa,25,15,106,124,2
Zimbabwe,Namibia,2,0,African Championship qualification,Harare,Zimbabwe,FALSE,2018,April,8,Africa,25,14,95,118,1
Venezuela,Bolivia,8,0,Copa América,Coquimbo,Chile,TRUE,2018,April,9,South America,23,8,74,91,1
Ecuador,Argentina,3,6,Copa América,Coquimbo,Chile,TRUE,2018,April,9,South America,23,8,52,35,0
Kazakhstan,Russia,0,3,FIFA World Cup qualification,Astana,Kazakhstan,FALSE,2018,April,9,Asia,11,2,66,15,0
Croatia,Hungary,1,3,FIFA World Cup qualification,Zadar,Croatia,FALSE,2018,April,9,Europe,17,7,44,39,0
Denmark,Ukraine,1,0,FIFA World Cup qualification,Viborg,Denmark,FALSE,2018,April,9,Europe,9,5,8,23,1
Equatorial Guinea,Kenya,2,0,African Championship qualification,Malabo,Equatorial Guinea,FALSE,2018,April,9,Africa,28,27,55,137,1
Philippines,China PR,0,3,AFC Asian Cup,Amman,Jordan,TRUE,2018,April,9,Asia,25,14,67,15,0
Jordan,Thailand,1,6,AFC Asian Cup,Amman,Jordan,FALSE,2018,April,9,Asia,25,14,59,41,0
Colombia,Peru,3,0,Copa América,La Serena,Chile,TRUE,2018,April,10,South America,23,8,26,65,1
Chile,Uruguay,1,0,Copa América,La Serena,Chile,FALSE,2018,April,10,South America,23,8,51,68,1
Bosnia and Herzegovina,England,0,2,FIFA World Cup qualification,Zenica,Bosnia and Herzegovina,FALSE,2018,April,10,Europe,11,2,58,8,0
Albania,Belarus,1,0,FIFA World Cup qualification,Elbasan,Albania,FALSE,2018,April,10,Europe,18,9,75,38,1
Scotland,Poland,3,0,FIFA World Cup qualification,Paisley,Scotland,FALSE,2018,April,10,europe,10,3,21,31,1
Republic of Ireland,Netherlands,0,2,FIFA World Cup qualification,Dublin,Republic of Ireland,FALSE,2018,April,10,Europe,10,6,31,14,0
Northern Ireland,Norway,0,3,FIFA World Cup qualification,Portadown,Northern Ireland,FALSE,2018,April,10,europe,11,5,77,3,0
Slovenia,Germany,0,4,FIFA World Cup qualification,Domžale,Slovenia,FALSE,2018,April,10,Europe,15,4,59,2,0
Faroe Islands,Iceland,0,5,FIFA World Cup qualification,Tórshavn,Faroe Islands,FALSE,2018,April,10,europe,7,5,70,17,0
Italy,Belgium,2,1,FIFA World Cup qualification,Ferrara,Italy,FALSE,2018,April,10,Europe,18,12,10,27,1
Moldova,Romania,0,0,FIFA World Cup qualification,Chișinău,Moldova,FALSE,2018,April,10,Europe,17,7,96,36,2
Israel,Serbia,0,1,FIFA World Cup qualification,Ramat Gan,Israel,FALSE,2018,April,10,Asia,27,14,63,43,0
Austria,Spain,0,1,FIFA World Cup qualification,Maria Enzersdorf,Austria,FALSE,2018,April,10,Europe,15,6,21,20,0
Algeria,Senegal,2,0,African Championship qualification,Algiers,Algeria,FALSE,2018,April,10,Africa,20,12,74,87,1
Ethiopia,Libya,7,0,African Championship qualification,Addis Ababa,Ethiopia,FALSE,2018,April,10,Africa,24,13,112,192,1
Côte d'Ivoire,Morocco,0,0,African Championship qualification,Abidjan,Ivory Coast,FALSE,2018,April,10,Africa,28,22,68,81,2
Gambia,Burkina Faso,2,1,African Championship qualification,Bakau,Gambia,FALSE,2018,April,10,Africa,28,22,113,133,1
Korea Republic,Japan,0,0,AFC Asian Cup,Amman,Jordan,TRUE,2018,April,10,Asia,25,14,18,11,2
Vietnam,Australia,0,8,AFC Asian Cup,Amman,Jordan,TRUE,2018,April,10,Asia,25,14,32,15,0
Ecuador,Bolivia,0,1,Copa América,Coquimbo,Chile,TRUE,2018,April,11,South America,23,8,52,91,0
Brazil,Venezuela,4,0,Copa América,Coquimbo,Chile,TRUE,2018,April,11,South America,23,8,4,74,1
Paraguay,Uruguay,2,1,Copa América,La Serena,Chile,TRUE,2018,April,12,South America,23,8,48,68,1
Chile,Peru,5,0,Copa América,La Serena,Chile,FALSE,2018,April,12,South America,23,8,51,65,1
Jordan,China PR,1,8,AFC Asian Cup,Amman,Jordan,FALSE,2018,April,12,Asia,25,14,59,15,0
Thailand,Philippines,3,1,AFC Asian Cup,Amman,Jordan,TRUE,2018,April,12,Asia,25,14,41,67,1
Argentina,Venezuela,2,0,Copa América,Coquimbo,Chile,TRUE,2018,April,13,South America,23,8,35,74,1
Bolivia,Brazil,0,7,Copa América,Coquimbo,Chile,TRUE,2018,April,13,South America,23,8,91,4,0
Japan,Australia,1,1,AFC Asian Cup,Amman,Jordan,TRUE,2018,April,13,Asia,25,14,11,15,2
Korea Republic,Vietnam,4,0,AFC Asian Cup,Amman,Jordan,TRUE,2018,April,13,Asia,25,14,18,32,1
Colombia,Argentina,1,3,Copa América,La Serena,Chile,TRUE,2018,April,16,South America,23,8,26,35,0
Chile,Brazil,1,3,Copa América,La Serena,Chile,FALSE,2018,April,16,South America,23,8,51,4,0
Philippines,Korea Republic,0,5,AFC Asian Cup,Amman,Jordan,TRUE,2018,April,16,Asia,25,14,67,18,0
Australia,Thailand,2,2,AFC Asian Cup,Amman,Jordan,TRUE,2018,April,17,Asia,25,14,15,41,2
China PR,Japan,1,3,AFC Asian Cup,Amman,Jordan,TRUE,2018,April,17,Asia,25,14,15,11,0
Brazil,Argentina,3,0,Copa América,La Serena,Chile,TRUE,2018,April,19,South America,23,8,4,35,1
Chile,Colombia,0,0,Copa América,La Serena,Chile,FALSE,2018,April,19,South America,23,8,51,26,2
China PR,Thailand,3,1,AFC Asian Cup,Amman,Jordan,TRUE,2018,April,20,Asia,25,14,15,41,1
Japan,Australia,1,0,AFC Asian Cup,Amman,Jordan,TRUE,2018,April,20,Asia,25,14,11,15,1
Chile,Argentina,4,0,Copa América,La Serena,Chile,FALSE,2018,April,22,South America,23,8,51,35,1
Brazil,Colombia,3,0,Copa América,La Serena,Chile,TRUE,2018,April,22,South America,23,8,4,26,1
Dominican Republic,Puerto Rico,0,0,CONCACAF Gold Cup qualification,San Cristóbal,Dominican Republic,FALSE,2018,May,7,North America,30,24,88,105,2
Cuba,Aruba,11,0,CONCACAF Gold Cup qualification,San Cristóbal,Dominican Republic,TRUE,2018,May,7,North America,30,24,88,131,1
Anguilla,Aruba,1,2,CONCACAF Gold Cup qualification,San Cristóbal,Dominican Republic,TRUE,2018,May,9,North America,30,24,175,131,0
Cuba,Puerto Rico,2,2,CONCACAF Gold Cup qualification,San Cristóbal,Dominican Republic,TRUE,2018,May,9,North America,30,24,88,105,2
Haiti,Martinique,2,0,CONCACAF Gold Cup qualification,Port-au-Prince,Haiti,FALSE,2018,May,9,North America,31,18,57,189,1
Puerto Rico,Anguilla,10,0,CONCACAF Gold Cup qualification,San Cristóbal,Dominican Republic,TRUE,2018,May,10,North America,30,24,105,175,1
Dominican Republic,Cuba,1,5,CONCACAF Gold Cup qualification,San Cristóbal,Dominican Republic,FALSE,2018,May,10,North America,30,24,88,88,0
Aruba,Puerto Rico,0,5,CONCACAF Gold Cup qualification,San Cristóbal,Dominican Republic,TRUE,2018,May,11,North America,30,24,131,105,0
Dominican Republic,Anguilla,3,0,CONCACAF Gold Cup qualification,San Cristóbal,Dominican Republic,FALSE,2018,May,11,North America,30,24,88,175,1
Martinique,Jamaica,0,3,CONCACAF Gold Cup qualification,Port-au-Prince,Haiti,TRUE,2018,May,11,North America,31,18,189,51,0
Anguilla,Cuba,0,4,CONCACAF Gold Cup qualification,San Cristóbal,Dominican Republic,TRUE,2018,May,13,North America,30,24,175,88,0
Dominican Republic,Aruba,3,0,CONCACAF Gold Cup qualification,San Cristóbal,Dominican Republic,FALSE,2018,May,13,North America,30,24,88,131,1
Haiti,Jamaica,2,2,CONCACAF Gold Cup qualification,Port-au-Prince,Haiti,FALSE,2018,May,13,North America,31,18,57,51,2
Dominica,St. Kitts and Nevis,1,2,CONCACAF Gold Cup qualification,Couva,Trinidad and Tobago,TRUE,2018,May,19,North America,30,26,116,131,0
Trinidad and Tobago,US Virgin Islands,10,0,CONCACAF Gold Cup qualification,Couva,Trinidad and Tobago,FALSE,2018,May,19,North America,30,26,48,149,1
US Virgin Islands,Grenada,3,0,CONCACAF Gold Cup qualification,Couva,Trinidad and Tobago,TRUE,2018,May,21,North America,30,26,149,151,1
Trinidad and Tobago,Dominica,3,0,CONCACAF Gold Cup qualification,Couva,Trinidad and Tobago,FALSE,2018,May,21,North America,30,26,48,116,1
St. Kitts and Nevis,Grenada,10,0,CONCACAF Gold Cup qualification,Couva,Trinidad and Tobago,TRUE,2018,May,23,North America,30,26,131,151,1
US Virgin Islands,Dominica,0,3,CONCACAF Gold Cup qualification,Couva,Trinidad and Tobago,TRUE,2018,May,23,North America,30,26,149,116,0
Barbados,Suriname,2,1,CONCACAF Gold Cup qualification,Leonora,Guyana,TRUE,2018,May,23,South America,30,23,135,93,1
Guyana,Bermuda,2,2,CONCACAF Gold Cup qualification,Leonora,Guyana,FALSE,2018,May,23,South America,30,23,88,111,2
Grenada,Dominica,1,1,CONCACAF Gold Cup qualification,Couva,Trinidad and Tobago,TRUE,2018,May,25,North America,30,26,151,116,2
Trinidad and Tobago,St. Kitts and Nevis,1,1,CONCACAF Gold Cup qualification,Couva,Trinidad and Tobago,FALSE,2018,May,25,North America,30,26,48,131,2
Bermuda,Barbados,3,2,CONCACAF Gold Cup qualification,Leonora,Guyana,TRUE,2018,May,25,South America,30,23,111,135,1
Guyana,Suriname,6,1,CONCACAF Gold Cup qualification,Leonora,Guyana,FALSE,2018,May,25,South America,30,23,88,93,1
St. Kitts and Nevis,US Virgin Islands,7,0,CONCACAF Gold Cup qualification,Couva,Trinidad and Tobago,TRUE,2018,May,27,North America,30,26,131,149,1
Trinidad and Tobago,Grenada,13,0,CONCACAF Gold Cup qualification,Couva,Trinidad and Tobago,FALSE,2018,May,27,North America,30,26,48,151,1
Suriname,Bermuda,0,1,CONCACAF Gold Cup qualification,Leonora,Guyana,TRUE,2018,May,27,South America,30,23,93,111,0
Guyana,Barbados,0,0,CONCACAF Gold Cup qualification,Leonora,Guyana,FALSE,2018,May,27,South America,30,23,88,135,2
Algeria,Ethiopia,3,1,African Championship qualification,Algiers,Algeria,FALSE,2018,June,6,Africa,27,20,74,112,1
Côte d'Ivoire,Mali,2,2,African Championship qualification,Abidjan,Ivory Coast,FALSE,2018,June,6,Africa,25,18,68,82,2
Gambia,Nigeria,0,1,African Championship qualification,Bakau,Gambia,FALSE,2018,June,6,Africa,29,25,113,24,0
Congo,Cameroon,0,5,African Championship qualification,Brazzaville,Congo,FALSE,2018,June,6,Africa,32,20,110,47,0
Kenya,Equatorial Guinea,2,1,African Championship qualification,Machakos,Kenya,FALSE,2018,June,6,Africa,23,14,137,55,1
Lesotho,South Africa,0,1,African Championship qualification,Maseru,Lesotho,FALSE,2018,June,6,Africa,14,3,147,55,0
Zambia,Zimbabwe,0,1,African Championship qualification,Lusaka,Zambia,FALSE,2018,June,6,Africa,23,11,106,95,0
Wales,Bosnia and Herzegovina,1,0,FIFA World Cup qualification,Swansea,Wales,FALSE,2018,June,7,europe,18,11,56,58,1
Scotland,Belarus,2,1,FIFA World Cup qualification,Falkirk,Scotland,FALSE,2018,June,7,europe,15,8,21,38,1
Sweden,Croatia,4,0,FIFA World Cup qualification,Gothenburg,Sweden,FALSE,2018,June,7,Europe,18,11,5,44,1
Faroe Islands,Slovenia,0,4,FIFA World Cup qualification,Tórshavn,Faroe Islands,FALSE,2018,June,7,europe,10,8,70,59,0
Spain,Israel,2,0,FIFA World Cup qualification,Murcia,Spain,FALSE,2018,June,7,Europe,30,18,20,63,1
USA,China PR,1,0,Friendly,Sandy,United States,FALSE,2018,June,8,North America,25,17,1,15,1
Russia,England,1,3,FIFA World Cup qualification,Moscow,Russia,FALSE,2018,June,8,Europe,23,13,15,8,0
Republic of Ireland,Norway,0,2,FIFA World Cup qualification,Dublin,Republic of Ireland,FALSE,2018,June,8,Europe,15,11,31,3,0
Northern Ireland,Netherlands,0,5,FIFA World Cup qualification,Portadown,Northern Ireland,FALSE,2018,June,8,europe,16,10,77,14,0
Ukraine,Denmark,1,5,FIFA World Cup qualification,Lviv,Ukraine,FALSE,2018,June,8,Europe,23,13,23,8,0
Italy,Portugal,3,0,FIFA World Cup qualification,Florence,Italy,FALSE,2018,June,8,Europe,26,19,10,41,1
Finland,Austria,0,2,FIFA World Cup qualification,Helsinki,Finland,FALSE,2018,June,8,Europe,16,12,16,21,0
Cameroon,Congo,5,0,African Championship qualification,Yaoundé,Cameroon,FALSE,2018,June,9,Africa,29,24,47,110,1
Ethiopia,Algeria,2,3,African Championship qualification,Addis Ababa,Ethiopia,FALSE,2018,June,10,Africa,24,13,112,74,0
Mali,Côte d'Ivoire,0,0,African Championship qualification,Bamako,Mali,FALSE,2018,June,10,Africa,38,27,82,68,2
South Africa,Lesotho,6,0,African Championship qualification,Bloemfontein,South Africa,FALSE,2018,June,10,Africa,18,12,55,147,1
Zimbabwe,Zambia,1,2,African Championship qualification,Harare,Zimbabwe,FALSE,2018,June,10,Africa,22,10,95,106,0
Moldova,Belgium,0,7,FIFA World Cup qualification,Chișinău,Moldova,FALSE,2018,June,10,Europe,27,16,96,27,0
Nigeria,Gambia,6,0,African Championship qualification,Lagos,Nigeria,FALSE,2018,June,11,Africa,30,26,24,113,1
Iceland,Slovenia,2,0,FIFA World Cup qualification,Reykjavík,Iceland,FALSE,2018,June,11,Europe,12,8,17,59,1
Bosnia and Herzegovina,Kazakhstan,0,2,FIFA World Cup qualification,Zenica,Bosnia and Herzegovina,FALSE,2018,June,12,Europe,20,8,58,66,0
Wales,Russia,3,0,FIFA World Cup qualification,Newport,Wales,FALSE,2018,June,12,europe,18,11,56,15,1
Poland,Scotland,2,3,FIFA World Cup qualification,Kielce,Poland,FALSE,2018,June,12,Europe,24,13,31,21,0
Belarus,Switzerland,0,5,FIFA World Cup qualification,Minsk,Belarus,FALSE,2018,June,12,Europe,22,12,38,26,0
Norway,Republic of Ireland,1,0,FIFA World Cup qualification,Stavanger,Norway,FALSE,2018,June,12,Europe,19,9,3,31,1
Netherlands,Slovakia,1,0,FIFA World Cup qualification,Heerenveen,Netherlands,FALSE,2018,June,12,Europe,19,13,14,47,1
Denmark,Hungary,5,1,FIFA World Cup qualification,Viborg,Denmark,FALSE,2018,June,12,Europe,18,13,8,39,1
Ukraine,Sweden,1,0,FIFA World Cup qualification,Lviv,Ukraine,FALSE,2018,June,12,Europe,23,13,23,5,1
Czech Republic,Faroe Islands,4,1,FIFA World Cup qualification,Chomutov,Czech Republic,FALSE,2018,June,12,europe,22,12,25,70,1
Romania,Portugal,1,1,FIFA World Cup qualification,Botoșani,Romania,FALSE,2018,June,12,Europe,28,17,36,41,2
Serbia,Finland,0,2,FIFA World Cup qualification,Zemun,Serbia,FALSE,2018,June,12,Europe,27,15,43,16,0
Israel,Austria,0,6,FIFA World Cup qualification,Ramat Gan,Israel,FALSE,2018,June,12,Asia,34,20,63,21,0
USA,China PR,2,1,Friendly,Cleveland,United States,FALSE,2018,June,13,North America,25,17,1,15,1
Brazil,Australia,1,3,Tournament of Nations,Kansas City,United States,TRUE,2018,July,26,North America,28,20,4,15,0
USA,Japan,4,2,Tournament of Nations,Kansas City,United States,FALSE,2018,July,26,North America,28,20,1,11,1
Japan,Brazil,1,2,Tournament of Nations,East Hartford,United States,TRUE,2018,July,29,North America,28,20,11,4,0
USA,Australia,1,1,Tournament of Nations,East Hartford,United States,FALSE,2018,July,29,North America,28,20,1,15,2
Australia,Japan,2,0,Tournament of Nations,Bridgeview,United States,TRUE,2018,August,2,North America,28,20,15,11,1
USA,Brazil,4,1,Tournament of Nations,Bridgeview,United States,FALSE,2018,August,2,North America,28,20,1,4,1
American Samoa,Solomon Islands,0,2,OFC Nations Cup qualification,Lautoka,Fiji,TRUE,2018,August,24,Oceania,25,21,133,105,0
Fiji,Vanuatu,5,1,OFC Nations Cup qualification,Lautoka,Fiji,FALSE,2018,August,24,Oceania,25,21,72,103,1
Cuba,Trinidad and Tobago,2,3,CONCACAF Gold Cup qualification,Kingston,Jamaica,TRUE,2018,August,25,North America,31,25,88,48,0
Jamaica,Antigua and Barbuda,9,0,CONCACAF Gold Cup qualification,Kingston,Jamaica,FALSE,2018,August,25,North America,31,25,51,153,1
Vanuatu,American Samoa,1,0,OFC Nations Cup qualification,Lautoka,Fiji,TRUE,2018,August,27,Oceania,25,21,103,133,1
Fiji,Solomon Islands,0,0,OFC Nations Cup qualification,Lautoka,Fiji,FALSE,2018,August,27,Oceania,25,21,72,105,2
Panama,Nicaragua,4,0,CONCACAF Gold Cup qualification,Bradenton,United States,TRUE,2018,August,27,North America,28,20,62,100,1
Costa Rica,El Salvador,11,0,CONCACAF Gold Cup qualification,Bradenton,United States,TRUE,2018,August,27,North America,28,20,40,98,1
Antigua and Barbuda,Cuba,0,7,CONCACAF Gold Cup qualification,Kingston,Jamaica,TRUE,2018,August,27,North America,31,25,153,88,0
Jamaica,Bermuda,4,0,CONCACAF Gold Cup qualification,Kingston,Jamaica,FALSE,2018,August,27,North America,31,25,51,111,1
Costa Rica,Nicaragua,4,1,CONCACAF Gold Cup qualification,Bradenton,United States,TRUE,2018,August,29,North America,28,20,40,100,1
El Salvador,Panama,2,6,CONCACAF Gold Cup qualification,Bradenton,United States,TRUE,2018,August,29,North America,28,20,98,62,0
Trinidad and Tobago,Antigua and Barbuda,5,0,CONCACAF Gold Cup qualification,Kingston,Jamaica,TRUE,2018,August,29,North America,31,25,48,153,1
Cuba,Bermuda,2,0,CONCACAF Gold Cup qualification,Kingston,Jamaica,TRUE,2018,August,29,North America,31,25,88,111,1
Solomon Islands,Vanuatu,0,1,OFC Nations Cup qualification,Lautoka,Fiji,TRUE,2018,August,30,Oceania,25,21,105,103,0
Fiji,American Samoa,2,0,OFC Nations Cup qualification,Lautoka,Fiji,FALSE,2018,August,30,Oceania,25,21,72,133,1
Russia,Kazakhstan,3,0,FIFA World Cup qualification,Moscow,Russia,FALSE,2018,August,30,Europe,24,14,15,66,1
Scotland,Switzerland,2,1,FIFA World Cup qualification,Paisley,Scotland,FALSE,2018,August,30,europe,16,10,21,26,1
Sweden,Ukraine,3,0,FIFA World Cup qualification,Gothenburg,Sweden,FALSE,2018,August,30,Europe,20,14,5,23,1
Denmark,Croatia,1,1,FIFA World Cup qualification,Viborg,Denmark,FALSE,2018,August,30,Europe,20,16,8,44,2
Moldova,Portugal,0,7,FIFA World Cup qualification,Chișinău,Moldova,FALSE,2018,August,30,Europe,30,17,96,41,0
El Salvador,Nicaragua,2,2,CONCACAF Gold Cup qualification,Bradenton,United States,TRUE,2018,August,31,North America,28,20,98,100,2
Costa Rica,Panama,3,1,CONCACAF Gold Cup qualification,Bradenton,United States,TRUE,2018,August,31,North America,28,20,40,62,1
Antigua and Barbuda,Bermuda,0,5,CONCACAF Gold Cup qualification,Kingston,Jamaica,TRUE,2018,August,31,North America,31,25,153,111,0
Jamaica,Trinidad and Tobago,4,1,CONCACAF Gold Cup qualification,Kingston,Jamaica,FALSE,2018,August,31,North America,31,25,51,48,1
Wales,England,0,3,FIFA World Cup qualification,Newport,Wales,FALSE,2018,August,31,europe,19,13,56,8,0
Belarus,Poland,1,4,FIFA World Cup qualification,Minsk,Belarus,FALSE,2018,August,31,Europe,23,13,38,31,0
Republic of Ireland,Northern Ireland,4,0,FIFA World Cup qualification,Dublin,Republic of Ireland,FALSE,2018,August,31,Europe,17,12,31,77,1
Slovakia,Norway,0,4,FIFA World Cup qualification,Senec,Slovakia,FALSE,2018,August,31,Europe,28,17,47,3,0
Czech Republic,Slovenia,2,0,FIFA World Cup qualification,Jablonec nad Nisou,Czech Republic,FALSE,2018,August,31,europe,25,15,25,59,1
Romania,Belgium,0,1,FIFA World Cup qualification,Botoșani,Romania,FALSE,2018,August,31,Europe,32,20,36,27,0
Spain,Finland,5,1,FIFA World Cup qualification,Santander,Spain,FALSE,2018,August,31,Europe,34,21,20,16,1
USA,Chile,3,0,Friendly,Carson,United States,FALSE,2018,September,1,North America,24,17,1,51,1
